gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
female,0,no,no,65,yes,yes,fiber_optic,yes,yes,no,yes,no,no,one_year,yes,electronic_check,89.85,5844.65
female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),92.65,6733.0
female,0,no,no,32,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.75,624.15
male,0,no,no,23,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,mailed_check,104.05,2470.1
female,0,yes,yes,61,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.4,1182.55
female,0,yes,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),19.85,717.5
male,0,no,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.45,19.45
female,1,no,no,8,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,105.5,829.55
female,0,no,no,13,yes,yes,fiber_optic,no,yes,yes,yes,no,no,month-to-month,no,electronic_check,89.4,1132.35
female,0,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,mailed_check,80.3,324.2
male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,no,yes,yes,two_year,no,credit_card_(automatic),83.5,5435.0
female,0,yes,no,64,yes,no,fiber_optic,yes,no,no,yes,yes,yes,one_year,yes,mailed_check,96.9,6314.35
female,0,no,no,43,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),19.65,779.25
male,0,no,no,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.75,311.6
female,0,no,no,10,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,51.2,498.25
female,1,yes,no,4,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,99.6,347.65
female,0,yes,yes,4,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.95,381.3
male,0,no,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),116.3,8309.55
male,0,yes,no,46,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,no,credit_card_(automatic),40.4,1842.7
female,0,no,no,29,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,no,mailed_check,67.45,1801.1
male,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.3,144.0
male,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),110.6,7962.2
female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,45.15,45.15
female,0,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,no,two_year,no,credit_card_(automatic),65.3,4759.75
female,0,yes,no,32,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),84.15,2585.95
female,0,no,no,13,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic_check,35.1,446.1
female,0,no,no,41,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,no,bank_transfer_(automatic),98.05,3990.6
male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed_check,50.7,50.7
female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed_check,54.75,54.75
female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,no,bank_transfer_(automatic),80.2,5714.2
male,0,yes,yes,2,yes,no,fiber_optic,yes,no,no,no,yes,yes,month-to-month,no,electronic_check,97.1,184.15
male,0,yes,yes,32,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.55,3204.65
female,0,no,yes,50,yes,no,dsl,yes,no,yes,yes,yes,no,one_year,yes,credit_card_(automatic),70.8,3478.15
female,0,yes,yes,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.15,1337.5
female,0,yes,no,7,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),50.3,355.1
male,0,yes,yes,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.2,34.75
male,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.3,75.3
female,0,no,no,39,no,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,50.75,2011.4
female,0,no,no,54,yes,yes,fiber_optic,no,yes,no,no,yes,yes,two_year,yes,bank_transfer_(automatic),97.2,5129.45
female,1,yes,no,48,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,month-to-month,no,electronic_check,117.45,5438.9
female,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),25.65,1887.0
male,1,yes,no,57,yes,yes,dsl,no,yes,yes,no,yes,no,one_year,yes,credit_card_(automatic),71.1,4140.1
female,0,yes,yes,62,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,110.8,6840.95
female,0,no,no,9,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,71.0,672.55
female,0,no,yes,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.75,498.1
female,0,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,no,one_year,yes,bank_transfer_(automatic),61.05,3478.75
male,0,no,no,19,yes,no,fiber_optic,no,no,yes,yes,yes,no,month-to-month,no,mailed_check,89.95,1682.4
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.35,70.35
male,1,no,no,54,yes,no,dsl,no,no,yes,yes,no,yes,one_year,no,bank_transfer_(automatic),65.25,3529.95
female,0,no,no,8,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,99.65,820.5
male,0,no,no,25,yes,no,fiber_optic,no,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),99.3,2513.5
female,0,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.95,212.4
female,0,yes,no,23,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),73.65,1642.75
male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic_check,47.95,47.95
female,0,no,no,8,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,bank_transfer_(automatic),65.5,573.15
female,0,no,no,22,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,yes,mailed_check,59.05,1253.5
male,0,yes,no,31,yes,no,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,93.8,2939.8
female,0,yes,no,54,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,no,electronic_check,110.35,5893.15
female,0,no,no,29,yes,no,dsl,yes,no,yes,yes,no,no,one_year,no,credit_card_(automatic),58.0,1734.5
female,0,yes,yes,42,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),77.95,3384.0
female,0,yes,no,2,yes,no,fiber_optic,yes,yes,no,no,yes,no,month-to-month,no,electronic_check,90.35,190.5
female,0,yes,yes,46,no,no_phone_service,dsl,yes,yes,no,no,no,no,month-to-month,no,bank_transfer_(automatic),35.05,1620.25
male,1,yes,no,40,yes,no,dsl,no,no,no,no,no,yes,one_year,no,electronic_check,55.8,2283.3
female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),113.65,8124.2
male,0,no,no,3,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,no,electronic_check,30.4,82.15
female,0,yes,yes,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.9,1146.05
female,0,no,no,68,no,no_phone_service,dsl,no,yes,no,yes,no,yes,month-to-month,no,electronic_check,44.95,3085.35
male,0,no,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.15,785.75
male,0,no,no,1,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,25.0,25.0
male,0,no,no,61,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic_check,106.45,6300.15
male,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),65.1,4754.3
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),19.75,19.75
male,0,no,no,33,yes,no,fiber_optic,no,yes,no,yes,no,no,two_year,no,bank_transfer_(automatic),80.6,2651.1
female,0,yes,no,38,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,105.0,4026.4
male,0,yes,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,19.9,666.0
male,0,yes,yes,31,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),59.7,1825.5
female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,110.75,7751.7
female,0,no,no,1,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),100.25,100.25
female,0,no,no,11,yes,no,fiber_optic,no,yes,yes,yes,no,yes,month-to-month,yes,electronic_check,94.2,999.9
female,0,yes,yes,69,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,two_year,no,bank_transfer_(automatic),46.25,3121.4
male,0,yes,no,60,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),24.15,1505.9
male,0,yes,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.6,686.95
female,0,no,no,32,yes,yes,fiber_optic,no,no,no,no,yes,no,one_year,no,electronic_check,84.05,2781.85
female,0,no,no,22,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,mailed_check,84.3,1855.65
female,1,yes,no,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,113.65,7714.65
female,0,no,no,27,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),95.6,2595.25
male,0,yes,no,9,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,79.9,741.7
female,0,yes,yes,64,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,24.9,1595.5
male,0,no,no,5,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,47.15,223.15
male,0,no,no,3,yes,no,fiber_optic,no,no,yes,yes,yes,no,month-to-month,yes,mailed_check,88.35,262.05
female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,49.95,49.95
female,0,yes,yes,18,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.1,428.45
female,0,no,no,48,yes,yes,dsl,yes,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),83.45,3887.85
female,1,no,no,9,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),75.5,637.4
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.9,19.9
male,0,no,no,15,yes,yes,fiber_optic,no,yes,no,yes,no,yes,month-to-month,no,electronic_check,95.7,1451.1
male,0,no,no,24,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.1,2322.85
male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,mailed_check,91.25,6589.6
female,0,no,no,30,yes,yes,dsl,no,yes,yes,no,yes,no,one_year,yes,credit_card_(automatic),68.95,2038.7
female,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),24.45,1681.6
female,0,yes,yes,23,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,85.6,1868.4
male,0,no,yes,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.85,60.65
female,0,yes,yes,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.45,254.5
female,0,no,no,38,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.3,755.5
female,1,no,no,5,yes,no,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,84.7,392.5
female,0,yes,no,40,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit_card_(automatic),56.6,2379.1
female,0,no,no,60,no,no_phone_service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,50.8,3027.4
male,1,yes,no,7,no,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),29.8,220.45
female,0,yes,no,64,yes,no,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),99.0,6375.8
male,0,yes,no,3,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,23.6,89.05
male,0,no,no,25,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),94.7,2362.1
female,0,yes,yes,49,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),95.4,4613.95
male,1,no,no,65,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,electronic_check,109.05,7108.2
female,0,yes,yes,41,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),94.9,3848.0
male,0,no,no,18,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,no,mailed_check,74.15,1387.0
female,0,yes,yes,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.7,1810.55
male,0,no,no,67,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.95,1311.75
female,0,no,no,54,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.1,1079.45
female,1,yes,no,43,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month-to-month,no,credit_card_(automatic),55.55,2342.2
female,0,yes,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.1,184.4
female,0,no,no,26,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),100.5,2599.95
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.2,69.2
male,0,no,no,64,yes,yes,fiber_optic,yes,yes,no,no,no,no,one_year,yes,credit_card_(automatic),84.3,5289.05
female,0,yes,yes,69,yes,yes,dsl,yes,yes,no,yes,yes,no,one_year,no,credit_card_(automatic),73.7,4885.85
female,0,yes,no,18,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,no,electronic_check,74.8,1438.05
female,0,no,no,7,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.0,522.95
female,0,yes,no,67,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),105.7,6816.95
male,1,yes,no,34,yes,no,fiber_optic,yes,no,no,yes,yes,no,one_year,no,mailed_check,90.15,3128.8
male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),116.95,8594.4
female,0,no,no,53,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month-to-month,no,electronic_check,90.8,4921.2
male,0,yes,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),116.1,8310.55
male,0,yes,yes,65,yes,yes,dsl,yes,yes,yes,no,no,yes,one_year,no,credit_card_(automatic),72.45,4653.85
female,0,yes,yes,15,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),105.35,1559.25
female,0,no,no,41,yes,yes,dsl,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,80.55,3263.9
male,1,no,no,24,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),102.95,2496.7
male,1,no,no,23,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),34.65,768.45
male,0,yes,yes,51,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,23.95,1216.35
male,0,yes,no,42,yes,yes,fiber_optic,no,yes,yes,yes,no,yes,month-to-month,yes,electronic_check,99.45,4138.05
female,0,yes,yes,34,yes,no,dsl,yes,yes,yes,no,no,no,one_year,yes,mailed_check,60.8,2042.05
male,0,yes,no,5,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,94.45,498.1
male,1,no,no,16,no,no_phone_service,dsl,no,yes,no,no,yes,no,month-to-month,yes,mailed_check,39.0,679.85
male,0,no,no,7,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.55,521.35
female,0,yes,yes,61,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.2,1445.2
male,0,yes,yes,0,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.7,1397.475
female,0,yes,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.05,284.3
female,0,no,no,44,yes,no,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),88.15,3973.2
female,0,yes,no,11,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.0,1078.9
female,1,yes,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.6,727.8
male,0,yes,yes,4,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,no,credit_card_(automatic),61.45,229.55
male,1,yes,no,6,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,84.2,519.15
female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,45.55,84.4
female,1,yes,no,15,yes,yes,fiber_optic,no,no,yes,yes,no,no,month-to-month,yes,electronic_check,83.05,1258.3
male,0,yes,no,71,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,bank_transfer_(automatic),93.25,6669.45
male,0,no,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.75,1777.6
